@relation 'cooperative'
@attribute TIME numeric
@attribute TYPE numeric
@attribute NODEID numeric
@attribute CAPACITY numeric
@attribute RATE numeric
@attribute BSDISTANCE numeric
@attribute R1DISTANCE numeric
@attribute R2DISTANCE numeric
@attribute R3DISTANCE numeric
@attribute R4DISTANCE numeric
@attribute R5DISTANCE numeric
@attribute selected {0, 1, 2, 3, 4, 5}
@data
0,0,1,50000,0,0,0,0,0,0,0,0
0,1,2,500,0,0,0,0,0,0,0,0
0,1,3,500,0,0,0,0,0,0,0,0
0,1,4,500,0,0,0,0,0,0,0,0
0,1,5,500,0,0,0,0,0,0,0,0
0,1,6,500,0,0,0,0,0,0,0,0
0,2,7,15.716,5.0776,1365.6,22.667,327.51,382.76,0,176.35,0
0,2,8,15.953,0,633.3,449.79,314.86,279.24,0,0,0
0,2,9,16.639,22.78,955.67,480.28,0,192.37,604.84,78.539,2
0,2,10,16.592,7.0863,1246.1,568.11,815.95,240.48,703.28,305.53,0
0,2,11,13.166,0,844.13,399.96,178.51,188.77,90.971,211.52,0
0,2,12,19.095,13.494,1617.6,79.366,362.21,53.925,454.06,66.315,0
0,2,13,18.034,14.95,878.99,223.96,264.21,0,95.039,93.067,0
0,2,14,9.0707,7.9433,1260.8,393.91,161.89,612.82,503.73,395.89,0
0,2,15,9.0488,21.357,1168.7,86.572,623.58,362.4,545.28,247.85,1
0,2,16,8.8092,11.212,1062.5,0,21.377,287.01,153.86,112.01,1
0,2,17,16.01,4.6789,816.11,224.66,867.62,386.23,512.62,557.92,0
0,2,18,18.415,10.904,1244.4,305.57,131.11,615.8,86.362,694.07,0
0,2,19,17.505,37.016,698.33,346.45,180.67,163.76,686.41,439.58,3
0,2,20,8.5343,8.1767,811.21,288.77,530.4,497.17,316.07,84.733,0
0,2,21,19.391,8.6493,1052.5,0,0,587.59,94.028,314.56,0
0,2,22,19.413,28.458,1287.6,618.24,422.71,587.55,440.98,495.88,2
0,2,23,11.359,10.922,740.31,125,268.9,663.35,49.169,159.04,0
0,2,24,15.729,26.754,1438.6,123.36,365.49,488.5,320.98,0,5
0,2,25,17.165,22.863,1067.4,218.54,237.05,398.47,0,483.85,4
0,2,26,14.486,31.776,774.58,0,439.35,322.36,101.76,0,5
0,2,27,15.063,18.73,922.8,395.23,317.84,0,476.4,235.81,3
0,2,28,13.863,34.89,1103.1,0,581.05,447.41,720.64,731.25,1
0,2,29,15.58,14.172,795.95,308.07,258.79,471.12,841.14,91.863,0
0,2,30,8.0747,30.609,554.08,0,150.18,452.52,0,69.761,4
0,2,31,17.46,17.521,1168.6,0,184.55,0,384.02,163.01,3
0,2,32,14.995,13.809,1007,29.678,296.17,275.56,268.82,0,0
0,2,33,17.509,15.425,945.04,359.81,191.61,806.58,315.02,332.98,0
0,2,34,8.9193,11.168,962.41,0,0,152.27,0,0,5
0,2,35,14.242,22.103,1317.7,217.1,267.18,454.42,459.26,340.66,1
0,2,36,19.867,18.542,451.85,198.79,477.03,0,367.32,247.53,0
0,2,37,13.693,7.3839,803.36,334.45,162.28,692.07,341.49,463.66,0
0,2,38,8.8152,10.419,895.46,704.92,0,31.183,296.17,723.64,2
0,2,39,13.525,16.615,881.01,147.88,471.27,529.26,346.58,418.06,1
0,2,40,16.245,25.163,1294.2,443.49,249.34,401.17,677.23,0,5
0,2,41,12.627,19.256,1058.2,95.971,172.71,203.64,178.61,312.83,1
0,2,42,11.703,19.993,709.76,222.43,292.03,477.27,347.16,517.51,1
0,2,43,9.8863,3.5894,1189.5,0,552.4,274.87,633.07,260.23,0
0,2,44,8.9161,30.562,1026.6,272.32,197.49,139.25,126.42,248.36,4
0,2,45,19.094,0,781.36,331.45,51.461,363.34,919.52,283.64,0
0,2,46,19.728,5.7602,1226.9,450.79,334.88,0,1.3833,892.38,0
0,2,47,19.127,19.566,998.01,326.68,196.27,529.85,599.96,513.54,2
0,2,48,15.679,17.122,1169.9,296.27,280.01,450.02,0,0,5
0,2,49,9.4686,24.777,996.58,51.716,56.875,614.31,353.19,34.491,5
0,2,50,18.434,10.542,1110.9,0,29.56,450.81,0,246.9,0
0,2,51,4.568,4.4213,1475.9,0,6.3483,559.12,821.31,20.379,0
0,2,52,6.0335,16.444,1196,238.5,0,181.53,165.77,312.54,2
0,2,53,16.302,24.78,782.35,478.51,412.99,0,278.67,70.512,3
0,2,54,16.243,26.349,838.55,148.73,184.75,0,573.7,392.02,3
0,2,55,17.991,16.758,990.78,579.08,530.33,0,600.9,429.97,0
0,2,56,17.445,19.975,863.61,75.05,281.44,117.57,245.44,638.84,1
0,3,57,0,2,1871.2,386.17,779.31,274.23,0,1304.3,4
0,3,58,0.99457,2,1007.2,878.74,864.05,1276.3,0,0,5
0,3,59,0,2,1348.1,706.95,0,786.04,310.21,169.88,2
0,3,60,0,2,1662,-118.4,114.43,386.36,263.71,1009.3,1
0,3,61,0.94851,2,1845.4,-136.21,-552.1,-525.35,743.04,557.7,2
0,3,62,1.2096,2,1980.9,845.52,371.4,36.103,198.52,839.53,3
0,3,63,0,2,1264.8,1060.9,1036.5,0,907.99,62.917,3
0,3,64,0,2,1064.5,244.78,820.89,-208.76,705.01,1306.7,3
0,3,65,0,2,1437.4,1131.8,-136.6,1073.7,809,-83.539,2
0,3,66,0,2,2015.6,0,262.65,-125.17,586.09,306.08,3
0,3,67,0.10585,2,1597.9,645.55,926.71,845.68,265.71,1030.2,4
0,3,68,0,2,1754.9,1319.9,-107.28,985.63,179.89,431.14,2
0,3,69,0,2,562.59,671.48,1301.7,579.98,65.63,588.78,4
0,3,70,0,2,869.75,637.46,947.72,188.49,578.09,-116.12,5
0,3,71,3.3857,2,1398.5,0,0,133.4,1713.2,576.89,0
0,3,72,0.74828,2,975.25,342.58,234.31,51.874,-194.97,67.314,4
0,3,73,0,2,2023.8,1427.4,1865.3,347.01,120.55,411.64,4
0,3,74,3.4264,2,2152.8,369.82,618.14,-164.87,409.95,0,0
0,3,75,0,2,1370.7,702.89,-421.74,397.97,0,989.85,2
0,3,76,0,2,731.63,0,718.24,1385.7,-52.413,0,4
0,3,77,1.0966,2,1858.6,293.1,870.93,0,16.704,396.24,3
0,3,78,0,2,2476,0,1564.8,302,1081.5,1583.4,1
0,3,79,0.90843,2,1166.7,410.26,423.96,138.22,234.52,1272.3,3
0,3,80,0,2,728.49,0,856.77,-109.37,0,863.7,3
0,3,81,0,2,1578.3,0,1190.7,0,481.66,45.079,3
0,3,82,0,2,1977.1,854.76,249.01,275.47,676.58,0,5
0,3,83,0,2,2459,275.58,798.15,1502.6,528.56,907.28,1
0,3,84,3.8713,2,2477.3,0,0,366.06,0,0,0
0,3,85,2.7133,2,1766.9,1132.3,557.46,542.91,1202.5,422.15,0
0,3,86,0,2,1223.3,856.62,477.78,0,-531.06,1045.8,4
0,3,87,1.8061,2,1716.1,229.76,853.07,702.99,979.32,-280.05,5
0,3,88,0.64965,2,1805.8,817.56,0,302.87,422.15,1626.5,2
0,3,89,2.6042,2,1626.5,410.86,1387.3,1011.4,185.55,869.71,0
0,3,90,0,2,1750.9,289.79,76.099,873.03,33.372,0,5
0,3,91,1.6477,2,1535.4,697.92,674.08,827.57,-243.87,-334.56,5
0,3,92,0,2,1823.6,307.3,293.55,288.14,1118.6,401.8,3
0,3,93,0.1663,2,1448.3,0,1370.2,558.6,423.03,440.07,1
0,3,94,0,2,1409.4,1165,729.11,1096.7,-19.808,1165.7,4
0,3,95,2.5342,2,1771.7,271.99,727.32,653.72,717.97,1148.2,0
0,3,96,2.1884,2,666.43,-45.377,806.25,0,638.65,524.38,0
0,3,97,2.3272,2,2031.4,1007.8,688.07,451.22,950.3,526.72,0
0,3,98,0,2,1514.9,445.83,205.66,57.23,0,0,5
0,3,99,0,2,1257.8,397.66,1185.7,155.04,495.93,909.98,3
0,3,100,2.4626,2,2523.2,0,977.97,217.14,0,476,0
0,3,101,0,2,1068.4,0,-178.74,660.63,88.274,196.4,2
0,3,102,3.0315,2,1781.2,-203.22,0,497.89,1036.8,733.43,0
0,3,103,3.7915,2,1373.4,-33.084,1006.4,0,-379.58,715.48,0
0,3,104,3.9554,2,1668.4,837.71,631.79,0,-521.96,1212.9,0
0,3,105,3.3404,2,1285.4,153.54,648.63,0,376.44,92.11,0
0,3,106,0,2,1626.7,220.51,673.09,84.53,324.35,-512.72,5
1,0,1,50000,0,0,0,0,0,0,0,0
1,1,2,500,0,0,0,0,0,0,0,0
1,1,3,500,0,0,0,0,0,0,0,0
1,1,4,500,0,0,0,0,0,0,0,0
1,1,5,500,0,0,0,0,0,0,0,0
1,1,6,500,0,0,0,0,0,0,0,0
1,2,7,13.145,16.511,1217.9,116.96,84.884,61.445,317.16,837.42,3
1,2,8,18.821,19.802,1027,200.37,0,0,392.67,0,5
1,2,9,14.606,11.042,946.95,0,0,526.39,432.01,418.75,0
1,2,10,19.334,17.536,776.04,379.25,0,321.66,188.06,301.46,0
1,2,11,8.1305,26.659,926.27,349.83,140.9,353.1,156.57,703.73,2
1,2,12,19.294,13.863,1324.7,340.39,325.08,0,348.79,0,0
1,2,13,18.82,17.998,721.26,57.484,331.74,498.98,134.76,336.76,0
1,2,14,19.156,10.194,808.45,231.35,25.978,209.75,502.74,333.65,0
1,2,15,19.842,17.379,1056.2,228.28,0,306.18,0,728.08,0
1,2,16,15.829,20.568,1046.3,61.845,0,0,830,570.49,3
1,2,17,15.216,15.489,1307,323.81,579.72,8.1585,328.84,405.99,3
1,2,18,14.309,0,820.76,341.29,560.62,267.46,220.38,316.01,0
1,2,19,6.1949,23.156,880.54,487.86,365.8,0,31.701,367.84,3
1,2,20,18.986,6.2729,1045,396.15,97.791,158.04,167.82,490.03,0
1,2,21,10.432,7.0953,1541.8,566.63,654.95,437.89,648.52,789.55,0
1,2,22,14.871,11.345,1038.1,447.57,0,151.55,0,348.39,0
1,2,23,17.798,35.986,1225.3,39.602,514.65,61.339,5.2095,194.49,4
1,2,24,16.894,7.9243,1420.3,450.73,479.78,401.71,62.726,315.23,0
1,2,25,17.479,11.95,1222.7,416.11,751.67,463.33,128.98,381.04,0
1,2,26,19.825,18.709,1399.3,0,451.54,496.35,222.94,130.77,0
1,2,27,12.395,24.421,998.74,328.91,539.59,0,433.89,11.037,3
1,2,28,12.949,6.6271,1044.6,645.68,164.17,371.62,256.83,30.516,0
1,2,29,15.594,20.814,1049,99.782,343.32,17.736,360.59,0,5
1,2,30,19.314,20.584,1371.9,769.39,69.089,0,259.24,221.67,3
1,2,31,18.046,12.662,813.79,186.22,383.15,632.91,435.17,322.4,0
1,2,32,15.411,0,1305,220.46,559.99,380.05,302.06,0,0
1,2,33,18.985,28.044,827.99,500.18,227.53,455.13,322.37,0,5
1,2,34,10.563,10.075,1048.2,478.09,394.14,497.01,566.87,292.94,0
1,2,35,19.092,13.628,1236.2,99.584,278.89,687.45,249.64,1031.4,0
1,2,36,12.731,3.0132,780.13,0,526.62,46.57,45.828,176.79,0
1,2,37,16.124,18.603,1449.9,210.79,0,474.36,49.232,578.64,2
1,2,38,14.018,15.995,549.3,110.64,19.089,0,380.61,438.74,3
1,2,39,12.894,0,1080.5,0,353.33,266.84,357.58,234.07,0
1,2,40,13.647,13.546,1024.5,355.53,0,0,63.356,267.36,0
1,2,41,16.513,12.518,932.5,0,0,289.65,1025.9,138.86,0
1,2,42,14.815,7.5527,886.77,704.71,37.016,868.83,128.11,210.02,0
1,2,43,19.351,4.5556,1361,0,304.4,256.39,9.6212,217.56,0
1,2,44,5.7705,21.993,1244.4,242.64,661.86,393.53,523.28,597.48,1
1,2,45,10.449,11.291,1232.2,693.64,223.47,253.08,263.54,215.95,5
1,2,46,11.857,11.259,1346.3,91.714,98.724,0,329.77,276.02,0
1,2,47,11.115,31.756,906.23,448.43,238.4,1120.7,316.22,332.45,2
1,2,48,19.827,17.395,848.72,799.74,251.97,371.19,2.2358,501.69,0
1,2,49,8.9987,21.833,1003.7,171.19,144.56,272.73,233.76,571.51,2
1,2,50,11.319,26.821,1305.5,103.78,251.73,330.04,115.15,751.5,1
1,2,51,14.415,20.343,1298.2,173.93,272.59,108.35,0,102.59,4
1,2,52,17.309,16.831,1043.2,0,270.44,420.09,0,218.08,0
1,2,53,17.049,10.402,1054.9,180.02,376.14,214.83,637.53,119.88,0
1,2,54,19.009,16.322,886.54,179.2,146.01,0,519.47,256.42,0
1,2,55,15.625,11.477,594.92,418.99,205.34,677.8,4.4294,574.13,0
1,2,56,14.546,8.6486,697.69,416.58,104.46,78.847,133.02,602.2,0
1,3,57,2.534,2,1515.1,-210.9,1212.7,31.03,299.74,170.16,0
1,3,58,1.7662,2,2195.6,865.19,0,0,-195.06,0,4
1,3,59,0,2,926.8,0,0,547.93,417.53,-182.97,5
1,3,60,0,2,1605.6,968.35,0,774.32,994.56,285.49,2
1,3,61,2.1824,2,468.44,58.786,1075.8,-150.73,1190.7,-47.131,0
1,3,62,0,2,2130,801.76,-267.84,0,118.92,0,2
1,3,63,0,2,1306.5,593.39,516.4,657.92,76.282,1266.8,4
1,3,64,0.21231,2,1288.4,229.38,739.19,557.6,395.59,1383.3,1
1,3,65,0,2,1492.9,231.14,0,75.481,0,92.16,4
1,3,66,0,2,1503.2,280.13,0,0,816.44,-87.73,5
1,3,67,0,2,1302.7,454.49,490.07,209.91,348.65,443.26,3
1,3,68,0,2,1791.5,564.5,1037,925.69,290.61,836.8,4
1,3,69,0,2,1445.5,515.17,493.86,0,730.62,980.6,3
1,3,70,0,2,2092.9,677.42,147.89,1121.1,587.5,495.09,2
1,3,71,2.443,2,1552.7,849.07,113.56,775.73,289.97,935.62,0
1,3,72,2.7336,2,-57.979,-1494.1,0,61.968,0,1003.7,0
1,3,73,0,2,2395.7,1069.1,444.87,563.74,664.49,1122.6,2
1,3,74,0,2,2063,232.8,641.08,220.41,655.97,424.69,3
1,3,75,2.3045,2,1533.6,874.81,610.15,351.58,724.15,368.16,0
1,3,76,0,2,1386.8,0,-826.97,672.65,178.77,604.39,2
1,3,77,2.1514,2,1688.6,906.99,229.25,0,-316.8,512.92,0
1,3,78,0.26281,2,2106.1,644.87,825.5,1207.2,458.55,911.04,4
1,3,79,2.405,2,2192.2,-204.38,326.94,469.43,-77.121,0,0
1,3,80,2.379,2,1167.8,461.61,522.56,0,170.42,806.81,0
1,3,81,3.4491,2,1410.6,-39.876,789.83,691.07,544.2,814.54,0
1,3,82,0.62276,2,1135.1,385.86,761.27,-310.97,634.83,0,3
1,3,83,0,2,1471.7,836.68,876.22,893.59,247.55,0,5
1,3,84,3.9525,2,1581.7,-150.45,723.04,536.66,175.01,1147.6,0
1,3,85,0,2,1765.3,-790.78,911.11,564.6,554.19,652.01,1
1,3,86,0.11852,2,1409.4,0,309.36,1213.4,310.11,801.33,1
1,3,87,1.5313,2,1310.9,228.66,0,-1017.7,809.8,-177.5,3
1,3,88,0,2,1362.2,469.15,1029.7,0,692.36,-135.02,5
1,3,89,0,2,1166.3,0,824.02,1037.4,408.34,811.19,1
1,3,90,0,2,1313.4,859.82,0,0,120.21,-69.753,5
1,3,91,0,2,1575.6,0,0,1372.2,789.79,262.93,2
1,3,92,3.0674,2,931.82,-416.49,-15.409,533.97,644.75,720.01,0
1,3,93,0,2,1612.9,0,380.07,657.6,81.81,681.85,1
1,3,94,3.6675,2,684.54,280.67,819.55,1338.9,1202.7,1133.7,0
1,3,95,0,2,1370.1,782.69,-257.51,1375.8,413.94,897.07,2
1,3,96,0.69331,2,887.11,662.5,-67.44,0,821.57,567.36,2
1,3,97,0,2,2150.8,622.01,627.23,399.45,771,740.88,3
1,3,98,0,2,1004.7,523.23,587.6,33.931,-121.72,404.89,4
1,3,99,0,2,1442.6,730.89,371.27,1015.6,970.9,423.98,2
1,3,100,3.0672,2,1116.7,610.78,528.59,950.47,470.79,85.168,0
1,3,101,0,2,1347.9,-4.8237,422.13,378.43,0,1578.4,1
1,3,102,0,2,1742.7,0,778.4,290.19,0,669.52,4
1,3,103,0,2,1096.9,764.96,613.49,989.95,536.79,639.49,4
1,3,104,0,2,1200.9,135.33,-67.944,0,939.95,12.373,2
1,3,105,0,2,1031.3,841.32,1389.7,118.57,862.98,710.81,3
1,3,106,0,2,725.65,366.61,575.92,581.79,980.64,326.36,5
2,0,1,50000,0,0,0,0,0,0,0,0
2,1,2,500,0,0,0,0,0,0,0,0
2,1,3,500,0,0,0,0,0,0,0,0
2,1,4,500,0,0,0,0,0,0,0,0
2,1,5,500,0,0,0,0,0,0,0,0
2,1,6,500,0,0,0,0,0,0,0,0
2,2,7,13.206,0,1502.9,569.89,557.07,488.25,412.24,494.91,0
2,2,8,15.691,24.477,611.25,140.77,65.066,0,11.135,693.01,3
2,2,9,18.517,0,795.02,497.56,94.993,414.93,728.58,0,0
2,2,10,0.072927,5.7743,1202.9,203.06,96.371,513.7,450.77,117.88,2
2,2,11,16.114,3.3935,963.21,267.07,499.79,0,492.76,221.64,0
2,2,12,9.4152,14.91,1724.4,0,376.71,903.5,0,411.94,4
2,2,13,8.9349,3.6257,1436.9,285.78,0,379.56,45.489,257.26,0
2,2,14,15.305,14.894,881.65,469.65,429.17,397.23,0,0,0
2,2,15,13.198,2.4855,697.95,314.2,36.215,108.84,352.2,335.96,0
2,2,16,16.073,13.861,717.3,246.56,12.181,339.47,0,394.99,0
2,2,17,19.37,13.144,547.55,462.25,197.51,0,362.11,266.83,0
2,2,18,18.869,4.302,1451.6,232.11,308.42,452.58,641.41,13.018,0
2,2,19,16.496,21.705,774.74,278.39,288.13,33.959,0,261.93,4
2,2,20,17.68,25.525,673.39,149.52,141.52,0,240.19,86.396,3
2,2,21,12.092,1.4925,706.69,848.94,328.4,45.332,253.91,229.01,0
2,2,22,15.78,16.788,912.01,765.45,421.34,73.995,129.14,381.74,3
2,2,23,11.304,10.66,830.8,124.74,298.29,69.901,717.07,0,0
2,2,24,18.576,9.7689,740.61,0,233.92,193.28,416.07,95.897,0
2,2,25,19.158,21.983,866.85,38.889,0,438.05,236.13,347.42,2
2,2,26,8.4522,21.114,741.55,269.84,321.03,323.59,359.96,427.04,1
2,2,27,15.836,21.091,808.77,182.95,492.58,0,922.57,81.218,3
2,2,28,18.341,11.62,1038.8,431.05,204.26,272.15,0,470.83,0
2,2,29,7.79,3.7743,858.86,375.59,194.69,385.43,94.558,68.48,0
2,2,30,15.538,17.114,1026.4,379.44,581.87,481.05,598.43,0,5
2,2,31,9.6505,9.9322,885.91,91.523,261.77,0,86.301,466.08,3
2,2,32,14.855,10.248,1125.7,222.09,697.39,186.36,135.72,455.33,0
2,2,33,17.445,20.914,1016.3,0,0,0,226.97,659.24,3
2,2,34,16.259,15.539,871.89,453.47,0,759.66,269.13,175.04,0
2,2,35,14.264,20.103,776.5,439.25,500.46,217.07,247.05,282.6,3
2,2,36,17.327,22.277,835.06,146.95,206.55,353.56,71.629,298.25,4
2,2,37,15.885,0,1059,0,361.54,0,152.48,481.85,0
2,2,38,12.508,29.582,1427.2,146.21,0,202.34,8.8172,0,5
2,2,39,3.2646,11.638,722.56,386.54,370.35,0,568.89,198.09,3
2,2,40,17.905,26.707,1118.5,221.07,396.03,558.84,300.79,721.92,1
2,2,41,18.753,27.26,1271.3,713.69,312.18,450.54,309.11,52.764,5
2,2,42,17.198,12.721,702.22,110.45,279.76,1046,201.61,123.52,0
2,2,43,8.1767,5.5563,1316.9,81.087,173.37,82.302,0,101.77,0
2,2,44,11.096,8.4371,1238.7,284.12,427.58,316.82,0,101.84,0
2,2,45,10.259,15.057,397.82,247.51,365.39,234.47,106.7,149.4,4
2,2,46,14.457,1.4376,1428.3,79.587,166.25,353.87,261.51,0,0
2,2,47,11.366,8.8333,891.36,186.44,0,335.36,248.59,457.82,0
2,2,48,16.564,16.93,967.07,680.58,163.26,0,96.9,97.087,3
2,2,49,10.803,14.871,696.4,355.78,363.41,175.86,254.73,562.07,3
2,2,50,16.041,21.043,1191.4,253.05,406.48,373.52,564.84,0,5
2,2,51,13.857,0,1212.3,438.76,0,624.16,589.04,382.54,0
2,2,52,15.142,6.7849,850.04,143.35,361.13,12.24,320.17,261.71,0
2,2,53,12.099,20.113,1064.4,2.7357,26.999,457.31,358.05,286.57,1
2,2,54,15.034,33.88,566.69,3.3172,88.573,367.88,0,657.59,4
2,2,55,1.3837,1.4435,1054.1,7.9449,675.84,325.55,0,0,5
2,2,56,8.1616,17.086,1230.2,82.559,0,346.43,564.72,536.79,2
2,3,57,0,2,743.12,96.081,1166.3,760.44,519.42,368.3,1
2,3,58,1.6227,2,1151,883.27,896.43,0,643.33,938.4,3
2,3,59,0,2,2237.5,135.25,-1175.9,407.16,139.2,0,2
2,3,60,2.0724,2,2132.6,349.18,831.1,-264.83,518.7,336.28,0
2,3,61,0,2,1111.3,845.45,-146.15,0,315.84,-16.615,2
2,3,62,0,2,1530,0,616.79,620.89,0,-396.25,5
2,3,63,0,2,3136.6,272.11,0,1449.6,695.39,22.329,2
2,3,64,2.8445,2,2142.8,453.19,402.36,-67.344,0,0,0
2,3,65,0,2,1134.2,115.52,309.27,993.84,1173.4,1134.4,1
2,3,66,3.9711,2,1563.8,199.07,748.91,13.409,0,285.74,0
2,3,67,0,2,2277.4,383.73,103.91,0,-265.33,747.58,4
2,3,68,0.75814,2,1188,273.93,1340.2,-264.02,333.27,-290.53,5
2,3,69,0,2,2158.3,864.24,848.51,-188.54,0,465.33,3
2,3,70,1.6202,2,1211.8,331.61,881.38,0,-338.82,381.88,4
2,3,71,2.845,2,471.44,768.08,58.123,696,-13.987,-63.44,0
2,3,72,0,2,1335.4,274.67,-153.48,814,747.79,1331.2,2
2,3,73,0,2,1240.3,1032.6,453.9,615.21,535.54,0,5
2,3,74,0,2,1430.5,0,1082,179.35,927.01,-265.12,5
2,3,75,2.8078,2,269.96,-733.99,0,961.66,590.82,1263,0
2,3,76,0,2,1491.5,573.04,1163.4,599.08,262.75,302.12,4
2,3,77,0,2,1217.9,427.99,-88.2,0,441.47,90.153,2
2,3,78,1.2793,2,1765.6,570.11,511.35,562.58,0,7.6912,4
2,3,79,0,2,1332.9,787.78,1058.1,338.42,1486.5,921.65,3
2,3,80,0,2,1359.4,704.57,851.97,664.72,726.64,0,5
2,3,81,0,2,1369.6,1182.1,471.85,0,640.3,245.87,3
2,3,82,2.5625,2,1568.4,10.545,-73.916,595.89,655.26,449.16,0
2,3,83,0.96969,2,1954.3,0,0,0,1119.6,1121.7,3
2,3,84,0,2,754.56,921.34,0,572.79,19.409,-98.779,5
2,3,85,0,2,923.51,416.46,1519.3,407.08,169.45,-1022.3,5
2,3,86,0,2,1397,664.04,824.44,661.22,478.68,437.22,5
2,3,87,2.134,2,1654.5,0,824.76,0,358.76,-106.95,0
2,3,88,0,2,2124.2,-1.4039,0,-104.42,1219.6,0,3
2,3,89,1.4899,2,1187.4,118.67,1930.5,0,204.4,872.4,3
2,3,90,0,2,1032,347.22,1522.7,907.73,-199.87,-114.87,4
2,3,91,3.3239,2,1922.7,949.48,-115.5,342.6,65.043,675.36,0
2,3,92,1.0201,2,1521,-64.266,647.27,-121.39,648.65,251.61,3
2,3,93,0,2,1434.6,342.95,-146.9,1550.9,0,1106.2,2
2,3,94,2.1707,2,1072,180.94,780.76,537.97,0,434.23,0
2,3,95,0,2,1438.1,703.28,594.88,1552.1,-162.54,720.98,4
2,3,96,0,2,2122.7,-4.6234,704.34,275.43,458.1,0,1
2,3,97,0,2,2059,1237.7,0,63.834,1156.6,581.84,2
2,3,98,2.2107,2,1597.6,307.14,67.227,0,952.9,-309.33,0
2,3,99,2.2733,2,1292.6,800.21,-6.5173,1139.1,423.67,611.44,0
2,3,100,0,2,1389.3,976.29,-15.311,413.16,1408.7,0,2
2,3,101,0,2,805.38,559.16,0,-17.298,58.85,740.89,3
2,3,102,0,2,1408.3,28.744,182.63,-557.34,500.47,368.69,3
2,3,103,0,2,1423.9,-280.58,213.09,1255.8,211.11,925.05,1
2,3,104,0,2,1717.1,512.41,717.62,805.7,0,629.36,4
2,3,105,3.387,2,1341.8,272.76,6.3735,774.71,0,0,0
2,3,106,0,2,1448.6,1628,0,981.55,-504.4,-33.207,4
3,0,1,50000,0,0,0,0,0,0,0,0
3,1,2,500,0,0,0,0,0,0,0,0
3,1,3,500,0,0,0,0,0,0,0,0
3,1,4,500,0,0,0,0,0,0,0,0
3,1,5,500,0,0,0,0,0,0,0,0
3,1,6,500,0,0,0,0,0,0,0,0
3,2,7,17.621,7.5853,676.48,223.66,321.14,0,173.79,115.4,0
3,2,8,8.3151,11.46,744.94,26.226,813.33,167.96,498.5,244.82,1
3,2,9,19.589,15.829,1207.4,0,37.258,287.05,0.5909,785.7,0
3,2,10,17.115,21.984,650.57,93.036,303.38,83.96,553.47,86.375,3
3,2,11,15.525,0,1142.5,472.68,93.495,22.775,270.03,0,0
3,2,12,8.5773,47.165,848.17,628.64,174,457.14,467.82,0,5
3,2,13,16.486,17.196,807,207.79,427.45,239.43,201.92,724.43,4
3,2,14,17.998,13.757,1119.4,51.161,987.06,477.17,131.93,33.643,0
3,2,15,19.745,17.673,996.2,292.08,0,198.14,583.32,513.91,0
3,2,16,17.552,23.171,1166,430.43,323.7,230.21,61.429,153.78,4
3,2,17,12.666,9.6156,1135.2,455.17,876.86,0,146.53,160.82,0
3,2,18,17.769,15.308,820.41,526.15,224.21,0,0,337.11,0
3,2,19,6.932,21.165,1153.9,407.2,116.8,201.13,327.97,347.38,2
3,2,20,10.992,5.716,1379,222.59,133.99,118.07,407.49,351.18,0
3,2,21,14.622,18.345,932.99,0,855.99,0,124.17,0,5
3,2,22,17.946,9.9242,798.24,167.49,536.8,336.15,445.83,32.054,0
3,2,23,15.385,27.589,958.97,139.79,143.55,530.82,496.35,582.29,1
3,2,24,19.846,14.302,1167.1,328.58,903.67,432.83,622.19,170.63,0
3,2,25,7.2341,11.624,1452,474.82,0,141.23,171.79,0,5
3,2,26,14.782,27.657,943.65,0,1006.5,22.403,116.13,161.18,1
3,2,27,18.537,21.7,1293.7,242.39,496.65,444.22,623.52,81.706,5
3,2,28,9.405,7.7422,346,232.98,433.67,305.97,8.1685,246.47,0
3,2,29,19.095,10.633,577.29,20.758,0,621.02,421.58,262.37,0
3,2,30,17.978,12.562,868.25,210.57,0,329.77,266.68,29.348,0
3,2,31,13.458,9.8825,630.31,374.83,83.261,373.27,253.94,155.32,0
3,2,32,15.694,2.7566,808.77,0,0,323.5,313.93,118.47,0
3,2,33,10.459,0,1429.8,125.51,174.57,557.1,402.19,535.26,0
3,2,34,14.291,12.874,643.98,0,567.33,531.37,76.344,159.57,0
3,2,35,12.66,8.1279,886.3,0.88762,68.899,499.58,46.223,73.514,0
3,2,36,17.991,29.129,1280.8,436.84,438.98,158.7,398.77,11.084,5
3,2,37,16.649,0,1058.8,248.93,343.84,492.87,200.77,193.18,0
3,2,38,16.179,22.734,1346.8,636.97,0,452.12,300.88,97.857,2
3,2,39,10.755,14.197,1118.7,0,306.41,27.461,338.82,155.22,1
3,2,40,16.554,28.103,1022.8,360.64,0,257.55,0,372.69,4
3,2,41,18.002,25.501,856.81,444.93,524.33,239.07,185.56,0,5
3,2,42,10.185,13.522,1115.9,0,0,258.8,612.13,105.56,2
3,2,43,16.98,30.471,1149.9,244.68,484.42,364.46,272.44,244.79,1
3,2,44,18.478,8.8454,1137.7,37.146,80.346,0,288.73,419.17,0
3,2,45,18.165,17.145,1047.8,331.22,282.62,416.13,239.5,259.88,0
3,2,46,15.191,7.0236,1084.7,689.33,696.9,883.98,461.68,483.76,0
3,2,47,11.49,17.556,952.96,623.31,216.9,371.9,434.2,162.9,5
3,2,48,19.805,5.8962,1259.4,183.05,110.87,36.703,688.02,130.47,0
3,2,49,19.357,11.495,986.49,89.158,146.28,443.13,488.79,439.2,0
